reference_type,author,year,title,publisher,volume,issue,pages,abstract,url,field,subcategory,keywords,journal
Journal Article,"S., Salami Wahab, B. A., Alateah, A. H., Al-Tholaia, M. M. H., Alahmari, T. S.",2024,"Exploring the interrelationships between composition, rheology, and compressive strength of self-compacting concrete: An exploration of explainable boosting algorithms",Elsevier B.V.,20,,,"This study introduces a novel methodology for enhancing the compressive strength of selfcompacting concrete (SCC) via the use of the Explainable Boosting Machine (EBM), a sophisticated and interpretable machine learning algorithm. It presents a data -driven model that aims to accurately predict the strength of SCC by considering the intricate interactions among its various elements. Additionally, the model provides insights into the variables that influence SCC ' s compressive strength. By using EBM in conjunction with XGBoost and CatBoost algorithms, this study conducts a comparative examination of predictive abilities using datasets related to composition and rheology. The findings reveal that CatBoost has greater predictive performance using rheology dataset, as shown by an R 2 value of 0.977. Conversely, XGBoost exhibits a higher predictive capability using the composition dataset, as indicated by an R 2 value of 0.947. The EBM can provide comprehensive explanations at both global and local levels. It effectively identifies the key factors that have a significant influence on compressive strength. These factors include the coarse aggregate content, cement content, water content, viscosity, and V -funnel flow time. The study findings provide more evidence to support the notion that including rheological data into the model leads to a notable improvement in its accuracy. This outcome further confirms the existence of a direct correlation between rheological properties and compressive strength. The explanatory insights provided by EBM give practical instructions for customising SCC mixes to attain desired strengths. This facilitates quality control and enables personalised concrete design in the field of construction. This study highlights the potential of interpretable machine learning algorithms in improving the predictive modelling of SCC features. This advancement may lead to the development of more durable, efficient, and customised building materials.",,CE,Materials,Self-compacting concrete; Compressive strength; Machine learning; Ensemble algorithms; Explainable boosting machine,Case Studies in Construction Materials
Journal Article,"T. G., Alam Wakjira, M. S.",2024,Performance-based seismic design of Ultra-High-Performance Concrete (UHPC) bridge columns with design example – Powered by explainable machine learning model,Elsevier Ltd,314,,,"Ultra-high-performance concrete (UHPC) has rapidly become a material of choice in modern construction owing to its favorable properties, such as superior strength, toughness, and durability. Yet, accurate quantification of damage states using appropriate engineering demand parameters (EDPs) remains a significant challenge in the performance-based seismic design (PBSD) of UHPC columns. This gap is especially evident in the scarcity of research focused on the PBSD of UHPC columns. Therefore, this study aims to develop an explainable machine learning (ML) powered predictive model for the drift ratio limit states of UHPC bridge columns across four damage states. To achieve this, a fiber-based numerical model was developed and then validated against large-scale experimental results of UHPC columns tested under reverse cyclic loading. The Latin hypercube sampling method is employed to generate a comprehensive database of UHPC bridge columns (10,000 UHPC columns), considering uncertainties across a spectrum of design factors, including column geometry, material characteristics, reinforcement ratio, and axial load ratio. The drift ratios at the initiation of four damage states are determined using the numerical model. Subsequently, the power of the ML algorithm is leveraged to introduce drift ratio limit states for UHPC columns that capture the onset of four different damage states. The efficacy of the developed model is assessed using a range of statistical metrics, including the composite fitness score, D<inf>X%</inf> metrics, coefficient of determination, root mean squared error (RMSE), normalized RMSE, and mean absolute error, which demonstrated high predictive accuracy of the drift ratio limit states on both the training and unseen or test datasets. Furthermore, a model-agnostic Shapley Additive exPlanation (SHAP) is used to explain the output of the model and examine the influence of various design factors on drift ratio across the damage states. Notably, the axial load ratio and aspect ratio are found to be major factors in determining the drift ratios across the damage states. The developed model is deployed into a software tool in order to enable its practical application. Additionally, the implementation of the developed model in the context of PBSD is illustrated through a design example. Furthermore, the study proposed capacity uncertainty parameters to aid the fragility assessment of UHPC columns. Finally, the proposed model, along with capacity uncertainty parameters, is used for the fragility assessment of UHPC columns reinforced with varying steel bar grades. The results demonstrate the less vulnerability of UHPC columns reinforced with higher bar grade, yet the effect of bar grade lessens at severe damage levels. © 2024 Elsevier B.V., All rights reserved.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195100319&doi=10.1016%2Fj.engstruct.2024.118346&partnerID=40&md5=49151bcba0ef357ffc8bee418c0b95b5,CE,Structural,UHPC; Performance-based seismic design (PBSD); Limit states;Fragility analysis; Machine learning;Explainable machine learning,Engineering Structures
Journal Article,"M., Sajjad Waleed, M.",2025,Advancing flood susceptibility prediction: A comparative assessment and scalability analysis of machine learning algorithms via artificial intelligence in high-risk regions of Pakistan,John Wiley and Sons Inc,18,1,,"Flood susceptibility mapping (FSM) is crucial for effective flood risk management, particularly in flood-prone regions like Pakistan. This study addresses the need for accurate and scalable FSM by systematically evaluating the performance of 14 machine learning (ML) models in high-risk areas of Pakistan. The novelty lies in the comprehensive comparison of these models and the use of explainable artificial intelligence (XAI) techniques. We employed XAI to identify significant conditioning factors for flood susceptibility at both the model training and prediction stages. The models were assessed for both accuracy and scalability, with specific focus on computational efficiency. Our findings indicate that LGBM and XGBoost are the top performers in terms of accuracy, with XGBoost also excelling in scalability, achieving a prediction time of ~18 s compared to LGBM's 22 s and random forest's 31 s. The evaluation framework presented is applicable to other flood-prone regions and highlights that LGBM is superior for accuracy-focused applications, while XGBoost is optimal for scenarios with computational constraints. The findings of this study can assist in accurate FSM in different regions and can also assist in scaling up the analysis to a larger geographical region which could assist in better decision-making and informed policy production for flood risk management. © 2024 Elsevier B.V., All rights reserved.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210100876&doi=10.1111%2Fjfr3.13047&partnerID=40&md5=53bcc5ab8a808a67ef2cd70b3ef358f9,CE,Water,flood risk; flood susceptibility mapping; floods; machine learning; remote sensing,Journal of Flood Risk Management
Journal Article,"D., Thunéll Wang, S., Lindberg, U., Jiang, L. L., Trygg, J., Tysklind, M., Souihi, N.",2021,A machine learning framework to improve effluent quality control in wastewater treatment plants,Elsevier B.V.,784,,,"Due to the intrinsic complexity of wastewater treatment plant (WWTP) processes, it is always challenging to respond promptly and appropriately to the dynamic process conditions in order to ensure the quality of the effluent, especially when operational cost is a major concern. Machine Learning (ML) methods have therefore been used to model WWTP processes in order to avoid various shortcomings of conventional mechanistic models. However, to the best of the authors' knowledge, no ML applications have focused on investigating how operational factors can affect effluent quality. Additionally, the time lags between process steps have always been neglected, making it difficult to explain the relationships between operational factors and effluent quality. Therefore, this paper presents a novel ML-based framework designed to improve effluent quality control in WWTPs by clarifying the relationships between operational variables and effluent parameters. The framework consists of Random Forest (RF) models, Deep Neural Network (DNN) models, Variable Importance Measure (VIM) analyses, and Partial Dependence Plot (PDP) analyses, and uses a novel approach to account for the impact of time lags between processes. Details of the framework are provided along with a demonstration of its practical applicability based on a case study of the lima WWTP in Sweden involving a large number of samples (105763) representing the full scale of the plant's operations. Two effluent parameters, Total Suspended Solids in effluent (TSSe) and Phosphate in effluent (PO4(e)), and thirty-two operational variables are studied. RF models are developed, validated using DNN models as references, and shown to be suitable for VIM and PDP analyses. VIM identifies the variables that most strongly influence TSSe and PO4(e), while PDP elucidates their specific effects on TSSe, and PO4(e). The major findings are: (1) Influent temperature is the most influential variable for both TSSe and PO4(e), but it affects them in different ways; (2) PO4(e) depends strongly on the TSS in aeration basins - higher TSS concentrations in aeration basins generally promote PO4 removal, but excess TSS can have negative effects; (3) In general, the impact of TSS in aeration basins on TSSe and PO4(e) increases with the distances of the basin from the merging outlet, so more attention should be paid to the TSS concentration in the third or fourth aeration basins than the first and second ones; (4) Returning excessive amounts of sludge through the second return sludge pipe should be avoided because of its adverse impact on TSSe removal. These results could support the development of more advanced control strategies to increase control precision and reduce running costs in the Umea WWTP and other similarly configured WWTPs. The framework could also be applied to other parameters in WWTPs and industrial processes in general if sufficient high-resolution data are available. (C) 2021 The Authors. Published by Elsevier B.V.",,CE,Environmental,Wastewater treatment; Big data; Interpretable AI; Effluent quality; Process analytics,Science of The Total Environment
Journal Article,"G., Wang Wang, S., Li, W., Yang, H.",2025,What Determines Carbon Emissions of Multimodal Travel? Insights from Interpretable Machine Learning on Mobility Trajectory Data,Multidisciplinary Digital Publishing Institute (MDPI),17,15,,"Understanding the carbon emissions of multimodal travel—comprising walking, metro, bus, cycling, and ride-hailing—is essential for promoting sustainable urban mobility. However, most existing studies focus on single-mode travel, while underlying spatiotemporal and behavioral determinants remain insufficiently explored due to the lack of fine-grained data and interpretable analytical frameworks. This study proposes a novel integration of high-frequency, real-world mobility trajectory data with interpretable machine learning to systematically identify the key drivers of carbon emissions at the individual trip level. Firstly, multimodal travel chains are reconstructed using continuous GPS trajectory data collected in Beijing. Secondly, a model based on Calculate Emissions from Road Transport (COPERT) is developed to quantify trip-level CO<inf>2</inf> emissions. Thirdly, four interpretable machine learning models based on gradient boosting—XGBoost, GBDT, LightGBM, and CatBoost—are trained using transportation and built environment features to model the relationship between CO<inf>2</inf> emissions and a set of explanatory variables; finally, Shapley Additive exPlanations (SHAP) and partial dependence plots (PDPs) are used to interpret the model outputs, revealing key determinants and their non-linear interaction effects. The results show that transportation-related features account for 75.1% of the explained variance in emissions, with bus usage being the most influential single factor (contributing 22.6%). Built environment features explain the remaining 24.9%. The PDP analysis reveals that substantial emission reductions occur only when the shares of bus, metro, and cycling surpass threshold levels of approximately 40%, 40%, and 30%, respectively. Additionally, travel carbon emissions are minimized when trip origins and destinations are located within a 10 to 11 km radius of the central business district (CBD). This study advances the field by establishing a scalable, interpretable, and behaviorally grounded framework to assess carbon emissions from multimodal travel, providing actionable insights for low-carbon transport planning and policy design. © 2025 Elsevier B.V., All rights reserved.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013130441&doi=10.3390%2Fsu17156983&partnerID=40&md5=591d20d7ed3a6ab51a8e921821cd129c,CE,Transportation,carbon emissions; multimodal travel; mobility trajectory data; interpretable machine learning,Sustainability
Journal Article,"H., Li Wang, J., Mao, P.",2025,Identifying factors influencing energy saving cognition-behavior gaps in shared residential spaces using interpretable machine learning: A dormitory case study,Elsevier Ltd,100,,,"Residential buildings are important contributors to building energy consumption. Occupants' energy-saving behaviors and cognition have significant impacts on building energy saving, which are often influenced by factors such as group and environment, especially in shared residential spaces. Several studies have examined factors influencing energy-saving behaviors, highlighting a significant gap between these behaviors and individuals' cognition regarding energy conservation. However, why such a gap exists have not been well explored. This research aims to identify and assess factors influencing occupants' energy-saving cognition-behavior gaps in shared residential spaces, using university dormitories as a case study. By comparing five interpretable machine learning algorithms, Random Forest was found to be the optimal algorithm. The contribution of different factors to the model was explained through SHapley Additive exPlanations (SHAP). Results show that compared with individual dimension factors, interaction dimension factors such as willingness to responding to cultural measures had a more important influence on energy-saving cognition-behavior gaps. Factors exhibited the importance variability across four groups of occupants. Management strategies designed to bridge energy-saving cognition-behavior gaps for each occupant group were proposed accordingly. This research innovatively proposed a new perspective of separating energy-saving cognition and behavior to explore influencing factors of occupants' energy conservation. Furthermore, this research provided valuable insights for building managers to develop tailored energy-saving strategies aligned with occupants’ cognitive and behavioural differences. By addressing these variations, managers can implement targeted interventions to enhance energy efficiency, optimize facility operations, and foster greater occupant engagement - key to advancing sustainability in the built environment. © 2025 Elsevier B.V., All rights reserved.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214486638&doi=10.1016%2Fj.jobe.2025.111809&partnerID=40&md5=fe229a5f5f5d627dc04d26f49c245d30,CEM,Sustainability (Construction),Shared residential spaces; Building energy saving; Cognition-behavior gaps; Influencing factors; Interpretable machine learning,Journal of Building Engineering
Journal Article,"K., Zhang Wang, L., Fu, X.",2023,Time series prediction of tunnel boring machine (TBM) performance during excavation using causal explainable artificial intelligence (CX-AI),Elsevier B.V.,147,,,"Since early warning is significant to ensure high-quality tunneling boring machine (TBM) construction, a real-time prediction method based on TBM data is proposed. To solve the “black box” problem of prediction by artificial intelligence (AI) methods, the causal explainable gated recurrent unit (CX-GRU) is developed to achieve real-time prediction for TBM parameters. The approach is implemented in a tunnel construction project in Singapore and the results indicate that CX-GRU performs well with the R square score are 0.9140 and 0.9184 in real-time prediction for thrust force and soil pressure. The causal discovery component can increase the computational efficiency of model training by 8.8% on average. According to the SHAP analysis of prediction results, the thrust force is more sensitive to the input TBM features, while the soil pressure is more sensitive to historical data. The CX-GRU is more reliable and efficient when applied to TBM projects than traditional methods. © 2023 Elsevier B.V., All rights reserved.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146048562&doi=10.1016%2Fj.autcon.2022.104730&partnerID=40&md5=e539438f388e549fa5f177f0b802fafc,CE,Geotechnical,TBM parameters; Real-time prediction; Causal discovery; Explainable AI; Time series,Automation in Construction
Journal Article,"S., Hasan Wang, M., Lu, M.",2024,Global Sensitivity Analysis Methodology for Construction Simulation Models: Multiple Linear Regressions versus Multilayer Perceptions,American Society of Civil Engineers (ASCE),150,5,,"In this research, the multilayer perceptron (MLP), also known as error backpropagation neural networks, is made transparent and explainable by contrasting with the commonly applied multiple linear regression (MLR). A novel MLP-based method for performing global sensitivity analysis is formalized to tackle complicated, nonexplainable simulation models or artificial intelligence (AI) models, which were developed to support critical decisions in construction engineering. The sensitivity analysis results serve as further evidence to validate the decision support models and lend new insights into the problems under investigation. The proposed new method was applied in two case studies in construction engineering, they are: precast viaduct installation cycles and concrete strength development. In both applications, the results of sensitivity analysis were represented in straightforward forms and effectively cross-checked with the existing knowledge of the problem domain or the experiences of construction practitioners. © 2024 Elsevier B.V., All rights reserved.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187551697&doi=10.1061%2FJCEMD4.COENG-14059&partnerID=40&md5=f5d437f35f83b2bf17c7e0c3ed12e22d,CEM,Productivity / Workforce,Productivity model; Sensitivity analysis; Multilayer perception; Multiple linear regression (MLR); Explainable artificial intelligence (AI),Journal of Construction Engineering and Management
Journal Article,"S., Zeng Wang, X., Huang, Y., Li, X.",2024,"Analysing urban local cold air dynamics and climate functional zones using interpretable machine learning: A case study of Tianhe district, Guangzhou",Elsevier Ltd,114,,,"Deterioration of the thermal environment in built-up areas poses a serious threat to human health, comfort, and urban infrastructure, while also increasing energy consumption and carbon emissions. This underscores the need to optimize wind environments as a key mitigation strategy for urban areas. This paper analyzed the effects of human activities and natural factors on local cold air in Tianhe District, Guangzhou, from the perspective of local ventilation systems. The KLAM_21 (Kaltluft Abfluss Modell) was used to simulate local cold air flow and delineate climate functional zones. A random forest model, interpreted with the SHapley Additive exPlanation (SHAP) method, assessed the impact of various factors on local cold air dynamics. The study found that: (1) The northern mountainous area is a crucial cold source; (2) Some open spaces in the built environment fail to function as effective local cold air corridors; (3) High-intensity urban development hinders local cold air transmission; (4) Water bodies are more effective than green spaces in collecting and transmitting local cold air. This study provided technical methods for identifying climate functional zones and understanding local cold air dynamics, as well as theoretical support for the construction of local ventilation systems in urban areas. © 2024 Elsevier B.V., All rights reserved.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201290189&doi=10.1016%2Fj.scs.2024.105731&partnerID=40&md5=f5c0481fdb535b1f91d4d27335f71694,CE,Environmental,Climate heat mitigation; Local cold air; Urban ventilation; KLAM_21; Random forest; SHAP,Sustainable Cities and Society
Journal Article,"S. Q., Liu Wang, H. Y., Cai, W. H., Huang, X., Sun, Q. C.",2025,Australian nationwide assessment of social vulnerability in two decades through its linkage to the built environment,Elsevier Ltd,163,,,"Evaluating social vulnerability and identifying at-risk populations are foundational to hazard risk mitigation and sustainable human settlement, yet these tasks entail distinct challenges that vary across urban-rural contexts and temporal scales. Despite Australia's escalating exposure to natural disasters, longitudinal, nationwide metrics of social vulnerability remain absent, with prior research constrained to localized or temporally fragmented analyses. Grounded in Cutter's social vulnerability framework, this study develops fine-grained, longitudinal indices of social vulnerability for urban and rural Australia across five census cycles (2001-2021). Spatial inequities, temporal trends, and associations between social vulnerability and 30 built environment indicators were analyzed using interpretable machine learning techniques. Key findings reveal that while the geographic distribution of the most vulnerable areas has remained stable over time, socioeconomic inequities of such areas have diminished whereas spatial clustering intensified. Resilient regions are characterized by enhanced access to public amenities, housing diversity, and commercial density-factors that collectively attenuate vulnerability. Furthermore, upgraded built environments attract socioeconomically advantaged populations, amplifying aggregated resilience. To our knowledge, this represents the first comprehensive, longitudinal, and spatially explicit national assessment of social vulnerability in Australia over two decades. The results elucidate critical trends in vulnerability and their interplay with built environment dynamics, offering actionable insights for place-based hazard mitigation, urban-rural sustainability, and infrastructure resilience. By bridging data gaps, this work addresses Australia's pressing need for evidence-driven policy and spatially targeted interventions to counter intensifying natural hazards and prioritize the resilience of human settlement.",,CE,Environmental,Social vulnerability; Spatial pattern; Inequity; Urban-rural disparity; Built environment; Australia,Habitat International
Journal Article,"W. C., Huang Wang, S. C., Wang, H. P., Cao, M. T.",2025,Measuring building information modeling user satisfaction by using active interpretable machine learning,Elsevier Ltd,183,,,"Accurately predicting building information modeling (BIM) user satisfaction (US) is essential for proactively addressing implementation challenges, ensuring effective adoption, and maximizing return on investment in BIM technologies in construction projects. Accordingly, this study developed advanced, interpretable boosting ensemble models to predict BIM US by integrating the forensic-based investigation (FBI) algorithm with gradient boosting machine, light gradient boosting machine, adaptive boosting (AdaBoost), extreme gradient boosting, and random forest algorithms. To validate the proposed models and establish a dataset, a comprehensive survey was conducted on 70 construction projects in Taiwan that used BIM technologies to support design work. Subsequently, the synthetic minority oversampling technique (SMOTE) was integrated into the proposed models to address the data imbalance problem. The results indicated that among all models, the FBI-AdaBoost-SMOTE model exhibited the highest performance, achieving accuracy, precision, recall, and F1 scores of 88.6 %, 90.6 %, 88.6 %, and 87.8 %, respectively. The FBI-AdaBoost model based on Shapley additive explanations identified contextual analysis and visualization, project scale, and cost estimates as key determinants of BIM US. Overall, this study presents an advanced machine learning framework for predicting BIM US and identifying key influencing factors for BIM US. It also provides actionable insights for stakeholders to enhance BIM implementation and user experience. In addition, this study highlights the potential of predictive modeling for optimizing the adoption of BIM in the architecture, engineering, and construction industry. © 2025 Elsevier B.V., All rights reserved.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011495612&doi=10.1016%2Fj.asoc.2025.113663&partnerID=40&md5=616e50f6abf4b7a8630c89985952bd02,CEM,"Digital Construction (BIM, AI, Sensors, Robotics)",Building information modeling; Construction project; Satisfaction level; Machine learning; Boosting ensemble method,Applied Soft Computing
Journal Article,"Y., Zhang Wang, Z., Wang, Z., Wang, C., Cheng, C.",2024,Interpretable machine learning-based text classification method for construction quality defect reports,Elsevier Ltd,89,,,"Efficient identification and remediation of construction defects are critical for ensuring the quality and success of engineering projects. However, the complexity of construction environments poses challenges to this endeavor. Current research predominantly relies on statistical and causal analyses of defect detection reports, yet these methods are time-consuming and error-prone due to the unstructured nature of such reports. To address this, machine learning techniques have been applied to classify defect texts rapidly and accurately. However, existing studies primarily focus on model performance enhancement, neglecting interpretability and the effect of imbalanced data. This study introduces RF-SMOTE, an oversampling technique based on Random Forest (RF), to address the limitations of traditional methods like SMOTE. Comparative analyses demonstrated the efficacy of RF-SMOTE in mitigating imbalanced data effects. Further, the application of SHAP-based interpretability methods in construction management decision-making was explored, filling gaps in existing research. Contributions include providing interpretable machine learning solutions, discussing the effect of imbalanced data, and proposing SHAP-based application scenarios. © 2024 Elsevier B.V., All rights reserved.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190594924&doi=10.1016%2Fj.jobe.2024.109330&partnerID=40&md5=b97c1f3ad183bf08cd0a6446031340a7,CEM,Project Management,Machine learning; Construction defects; Text classification; SHAP; SMOTE,Journal of Building Engineering
Journal Article,"Z., Zhou Wang, R., Rui, J., Yu, Y.",2025,Revealing the impact of urban spatial morphology on land surface temperature in plain and plateau cities using explainable machine learning,Elsevier Ltd,118,,,"Rapid urbanization has intensified urban heat island (UHI) effects, highlighting the need to understand UHI drivers to improve local thermal environments. While previous research has shown Urban spatial morphology significantly influences land surface temperature (LST), the mechanisms and characteristics of this impact across different geographic conditions remain unclear. Based on this, we selected the main urban areas of Chengdu and Lhasa as examples, using machine learning models and Shapley additive explanation (SHAP) method to reveal the linear and nonlinear relationships between Urban spatial morphology and LST from a morphological perspective. The results show that: (1) The built environment has the most significant impact on LST in plain cities, while the morphology of green space more strongly regulates LST in plateau cities. (2) Building height and density of core both reflect a role in reducing LST in plateau cities. (3) The interaction mechanisms of building density and building height features show the same trend in both plain and plateau cities. However, density of branch between 0.1 and 0.2 reduces LST in plain cities, while densities below 0.1 are more effective in reducing LST in plateau cities. Our results can provide refined and differentiated references for urban planners dedicated to mitigating UHI. © 2024 Elsevier B.V., All rights reserved.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212140910&doi=10.1016%2Fj.scs.2024.106046&partnerID=40&md5=20bae2d93fcc6d47cb991a7f4ad9d846,CE,Environmental,Urban heat island; Land surface temperature; Urban spatial morphology; Machine learning; Shapley additive explanation; Plain and plateau cities,Sustainable Cities and Society
Journal Article,"X. K., Wang Wei, G. J., Grosser, P. F., Schmalz, B.",2024,Using explainable artificial intelligence (XAI) methods to understand the nonlinear relationship between the Three Gorges Dam and downstream flood,Elsevier B.V.,53,,,"Study Region: In the Yangtze River basin of China. Study focus: The emerging Explainable Artificial Intelligence (XAI) methods provide us an opportunity to understand the nonlinear relationship that the Deep Learning(DL) model learned inside. The construction of the Three Gorges Dam (TGD) has successfully minimized the likelihood of flooding in the Yangtze River basin. The XAI methods can help us to know the nonlinear relationship behind it. We apply the Long Short Term Memory (LSTM) network, in conjunction with two XAI methods, SHapley Additive exPlanation (SHAP) and Expected Gradient (EG), to do our work.In our DL model, we use YiChang (YC) station runoff,Precipitation (Pre) and vapour pressure deficit (VPD) data from the middle and lower river basin as input, while the output of the model generates runoff data at the DaTong (DT) station, XAI methods enable us to calculate the significance of each input feature is for generating the output feature in a DL model. In this study, we examine the difference in importance scores between the Before Three Gorges Dam (BTGD) period and the After Three Gorges Dam (ATGD) period. New Hydrological Insights for the Region: In the BTGD period, YC runoff was the primary contributor to flooding at the DT station. However, in the ATGD period, the largest contribution to flooding in the middle and lower Yangtze River basin has shifted from YC runoff to the the middle and lower reaches of precipitation. Our results suggest that the XAI can show the nonlinear relationship between the TGD and downstream flood clearly and the TGD can effectively mitigate flooding in the middle and lower river basins by regulating runoff from the upper river basin. The work shows the potential of XAI to explain the nonlinear relationship in the hydrology field.",,CE,Water,Nonlinear relationship; Runoff prediction; LSTM; Flood; XAI; TGD,Journal of Hydrology: Regional Studies
Journal Article,"Y., Ji Wei, R., Li, Q., Song, Z.",2023,Mechanical Performance Prediction Model of Steel Bridge Deck Pavement System Based on XGBoost,Multidisciplinary Digital Publishing Institute (MDPI),13,21,,"Steel bridges are widely used in bridge engineering. In the structural design of steel bridge deck pavement systems, engineers focus on obtaining mechanical properties by calculating design parameters and are keen to establish a quick and accurate solution method. Because of the complex knowledge system involved in the numerical calculation method, it is difficult for the general engineering designer to master it. Researchers have started using artificial intelligence algorithms to solve problems in civil engineering. This study developed an XGBoost-based mechanical performance prediction model for steel bridge deck pavement systems. First, numerical simulation tests are conducted at unfavorable load locations using a finite element model to establish a dataset. Then, an XGBoost model is built using this dataset, and its parameters are optimized and compared with traditional machine learning models. Finally, an explanatory analysis of the model is performed using SHAP, an interpretable machine learning framework. The results indicate that the developed XGBoost model accurately predicts the mechanical properties of steel bridge deck pavement systems. © 2024 Elsevier B.V., All rights reserved.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192375639&doi=10.3390%2Fapp132112048&partnerID=40&md5=096c8430539d28a60be4cf5c9c32b563,CE,Structural,steel bridge deck pavement; artificial intelligence; ensemble learning; mechanical property prediction; feature importance,Applied Sciences
Journal Article,"F., Zhang Wen, Y., Du, P., Zhang, Z., Zhang, B., Zhang, Y.",2024,Factors Influencing the Usage Frequency of Community Elderly Care Facilities and Their Functional Spaces: A Multilevel Based Study,Multidisciplinary Digital Publishing Institute (MDPI),14,6,,"The construction of community elderly care facilities (CECF) is pivotal for promoting healthy aging and “aging in place” for older people. This study focuses on the low utilization rates of community elderly care facilities in the Dongcheng and Xicheng Districts, core areas of Beijing. The explainable machine learning method is used to analyze data across three dimensions: the elderly’s individual attributes, characteristics of the community elderly care station (CECS), and features of the built environment around CECS and subdistrict, to identify the important factors that influence the usage frequency of overall CECS and its different functional spaces, and also the correlation between factors and usage frequency of CECS. It shows that the most important factors are the features of CSCF, including the degree of space acceptance and satisfaction with services provided, which influence the usage frequency of nine functional spaces (R2 ≥ 0.68) and overall (R2 = 0.56). In addition, older people’s individual factors, such as age and physical condition, significantly influence the usage of specific spaces such as rehabilitation therapy rooms and assistive bathing rooms. The influence of built environment characteristics is relatively low, with factors such as the density of bus stations and housing prices within the subdistrict and the mean distance from CECF to the nearest subway stations being more important. These findings provide a reference for the construction of indoor environments, management of service quality, and optimal site selection for future community elderly care facilities. © 2024 Elsevier B.V., All rights reserved.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197857202&doi=10.3390%2Fbuildings14061827&partnerID=40&md5=5ebb1d9ea5075bbfc9b0495b220b622a,CE,Environmental,community elderly care facilities (CECF); community elderly care station (CECS); indoor space acceptance; machine learning; quality of service; usage frequency,Buildings
Journal Article,"B. Y., Alahakoon Wickramasuriya, Y., Krishantha, B. R. G. A., Alawatugoda, J., Ekanayake, I. U.",2025,Prediction of the strength characteristics of basalt fibre reinforced concrete using explainable machine learning models,Springer Nature,7,8,,"Adding basalt fibre to concrete has become a promising way to improve its strength under different loading conditions. Predicting the strength of basalt fibre reinforced concrete (BFRC) is more complex than for conventional concrete. Traditional methods rely on iterative experiments to understand the underlying behaviour. This study applies machine learning (ML) models, paired with explainable artificial intelligence (XAI), to predict the compressive, flexural, and tensile strengths of BFRC efficiently and transparently. Three datasets, each with 267 samples, were used for model development. Each sample included 10 features: cement, fly ash, silica ash, coarse aggregate, fine aggregate, water, superplasticiser, fibre diameter, fibre length, and fibre content. Three ML models, random forest (RF), support vector machine (SVM), and decision tree (DT), were evaluated. RF achieved the highest accuracy for compressive (R2 = 0.926, MSE = 9.4, MAE = 2.3) and flexural strength (R2 = 0.882, MSE = 0.5, MAE = 0.5), while DT performed best for tensile strength (R2 = 0.935, MSE = 0.2, MAE = 0.3). Shapley additive explanation (SHAP)-based explainable artificial intelligence (XAI) methods revealed key predictors: fine aggregate for compressive strength, fibre diameter for tensile strength, and silica ash for flexural strength. Also, the authors developed a web-based online application to predict the strength (compressive, flexural and tensile) to improve the accessibility and usability of the findings. This approach offers a practical alternative to experimental testing and contributes to a better understanding of BFRC behaviour. It holds strong potential for adoption in the construction industry. © 2025 Elsevier B.V., All rights reserved.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012771207&doi=10.1007%2Fs42452-025-07528-7&partnerID=40&md5=ae0b0203eb4d039bd47b30213feb9bae,CE,Materials,Basalt fibre reinforcement concrete; Machine learning; Mechanical properties; Random forest; Explainable artificial intelligence,Discover Applied Sciences
Journal Article,"A., Wang Wu, Z.",2025,Exploring urban building carbon sinks: A SHAP-driven machine learning approach,Elsevier Ltd,126,,,"Cement-based materials in urban buildings can absorb atmospheric carbon dioxide through carbonation, presenting substantial potential for urban carbon sequestration. Accurately estimating and interpreting the carbon sink capacity of urban buildings is essential for effective urban carbon management. In this study, we develop an interpretable machine learning framework that integrates a multilayer perceptron neural network with Shapley additive explanation methods and a causal forest model to quantify building carbon sinks in the central urban area of Guiyang, China. The results indicate that this region's total carbon sequestered by buildings is approximately 1.822 million metric tons. Residential buildings account for about 68.2 % of the total carbon sink among different building types. The Shapley additive explanations analysis identifies building volume, footprint area, and perimeter as the most influential predictive variables. However, the causal forest analysis further reveals that building height and slope have the most potent direct causal effects, highlighting key structural factors influencing carbon sequestration. The significant discrepancy between predictive importance and causal contribution underscores the need to incorporate causal reasoning into urban carbon management strategies. These findings provide a robust methodological foundation for accurately assessing building-related carbon sinks and offer critical insights for sustainable urban planning and carbon neutrality strategies. © 2025 Elsevier B.V., All rights reserved.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004260554&doi=10.1016%2Fj.scs.2025.106428&partnerID=40&md5=fbccbb82a90eb0175b97c7479598e877,CE,Environmental,Building carbon sinks; Machine learning; SHAP analysis; Causal forests,Sustainable Cities and Society
